"","SubjectID_unique","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","skill_dif","Side"
"2975","35_2","35","Male",24,"Stim\r08y12g20b03.jpeg","Stim\r10y27g22b14.jpeg",8,10,12,27,20,22,3,14,1,-1,1,0,0.989,1.597,2,"grøn","34_35",2,1,0,"Right_lead","Male","Female","surrender",0.0737648485390094,0.216326579329853,1.1000948914362,"right"
"2976","35_2","35","Male",24,"Stim\r09y06g26b32.jpeg","Stim\r07y14g27b22.jpeg",9,7,6,14,26,27,32,22,-1,1,0,1,1.55,1.502,2,"grøn","34_35",1,0,1,"Right_lead","Male","Female","surrender",0.0737648485390094,0.216326579329853,1.1000948914362,"right"
"2977","36_1","36","Female",24,"Stim\r16y21g04b04.jpeg","Stim\r17y22g16b15.jpeg",16,17,21,22,4,16,4,15,-2,-1,0,0,3.644,9.392,1,"rød","34_36",1,0,0,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2978","36_1","36","Female",24,"Stim\r09y02g05b02.jpeg","Stim\r10y02g36b05.jpeg",9,10,2,2,5,36,2,5,-2,-1,0,0,3.413,4.845,1,"rød","34_36",1,0,0,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2980","36_1","36","Female",24,"Stim\r10y27g22b14.jpeg","Stim\r07y14g27b22.jpeg",10,7,27,14,22,27,14,22,2,1,0,0,2.687,3.844,1,"rød","34_36",-3,1,1,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2982","36_1","36","Female",24,"Stim\r19y15g35b05.jpeg","Stim\r18y13g28b06.jpeg",19,18,15,13,35,28,5,6,-4,1,1,0,1.673,5.571,1,"rød","34_36",-1,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2987","36_1","36","Female",24,"Stim\r22y35g09b11.jpeg","Stim\r15y16g12b03.jpeg",22,15,35,16,9,12,11,3,-2,1,1,0,2.053,2.562,1,"blå","34_36",-8,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2988","36_1","36","Female",24,"Stim\r09y17g32b21.jpeg","Stim\r20y04g39b23.jpeg",9,20,17,4,32,39,21,23,-1,1,0,1,1.844,1.496,1,"blå","34_36",2,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2989","36_1","36","Female",24,"Stim\r21y03g15b37.jpeg","Stim\r14y08g21b39.jpeg",21,14,3,8,15,21,37,39,-3,-1,0,0,1.469,1.926,1,"blå","34_36",2,0,0,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2990","36_1","36","Female",24,"Stim\r21y24g16b04.jpeg","Stim\r15y16g12b03.jpeg",21,15,24,16,16,12,4,3,-3,1,1,0,1.315,6.076,1,"blå","34_36",-1,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2993","36_1","36","Female",24,"Stim\r13y24g05b28.jpeg","Stim\r19y15g35b05.jpeg",13,19,24,15,5,35,28,5,-2,1,1,0,1.532,2.927,1,"gul","34_36",-9,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2995","36_1","36","Female",24,"Stim\r17y20g40b07.jpeg","Stim\r08y23g10b29.jpeg",17,8,20,23,40,10,7,29,1,-1,1,0,2.292,1.295,1,"gul","34_36",3,1,0,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2996","36_1","36","Female",24,"Stim\r17y22g16b15.jpeg","Stim\r21y31g06b08.jpeg",17,21,22,31,16,6,15,8,-2,-1,0,0,2.795,7.601,1,"gul","34_36",9,0,0,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2997","36_1","36","Female",24,"Stim\r20y14g02b19.jpeg","Stim\r09y15g18b07.jpeg",20,9,14,15,2,18,19,7,-2,1,0,1,2.49,1.46,1,"gul","34_36",1,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"2999","36_1","36","Female",24,"Stim\r11y10g06b19.jpeg","Stim\r03y03g02b05.jpeg",11,3,10,3,6,2,19,5,2,-1,0,1,2.148,1.629,1,"gul","34_36",-7,1,0,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"3000","36_1","36","Female",24,"Stim\r09y15g18b07.jpeg","Stim\r12y12g14b26.jpeg",9,12,15,12,18,14,7,26,-2,1,1,0,2.111,2.165,1,"gul","34_36",-3,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"3001","36_1","36","Female",24,"Stim\r15y17g24b30.jpeg","Stim\r14y10g15b15.jpeg",15,14,17,10,24,15,30,15,-4,-1,1,1,1.502,1.262,1,"grøn","34_36",-9,0,0,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"3003","36_1","36","Female",24,"Stim\r16y21g04b04.jpeg","Stim\r07y02g03b06.jpeg",16,7,21,2,4,3,4,6,2,-1,0,1,2.589,4.542,1,"grøn","34_36",-1,1,0,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"3005","36_1","36","Female",24,"Stim\r09y15g18b07.jpeg","Stim\r21y03g15b37.jpeg",9,21,15,3,18,15,7,37,-1,1,1,0,2.582,1.762,1,"grøn","34_36",-3,0,1,"Right_lead","Female","Female","surrender",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"3007","36_1","36","Female",24,"Stim\r21y03g15b37.jpeg","Stim\r15y16g12b03.jpeg",21,15,3,16,15,12,37,3,3,1,0,0,1.477,2.147,1,"grøn","34_36",-3,1,1,"Right_lead","Female","Female","stick",0.287096113273133,0.206260005872103,1.01440935315619,"right"
"3010","36_2","36","Female",24,"Stim\r21y24g16b04.jpeg","Stim\r22y23g20b06.jpeg",21,22,24,23,16,20,4,6,2,1,1,1,1.472,2.694,2,"rød","33_36",1,1,1,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3011","36_2","36","Female",24,"Stim\r10y37g07b02.jpeg","Stim\r12y12g14b26.jpeg",10,12,37,12,7,14,2,26,-3,-1,0,0,1.565,4.998,2,"rød","33_36",2,0,0,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3012","36_2","36","Female",24,"Stim\r10y13g07b36.jpeg","Stim\r14y10g15b15.jpeg",10,14,13,10,7,15,36,15,-2,1,0,1,1.928,6.33,2,"rød","33_36",4,0,1,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3014","36_2","36","Female",24,"Stim\r14y08g21b39.jpeg","Stim\r10y03g03b07.jpeg",14,10,8,3,21,3,39,7,2,-1,0,1,1.952,1.144,2,"rød","33_36",-4,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3016","36_2","36","Female",24,"Stim\r10y13g07b36.jpeg","Stim\r09y06g26b32.jpeg",10,9,13,6,7,26,36,32,2,-1,0,1,1.351,1.151,2,"blå","33_36",-4,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3018","36_2","36","Female",24,"Stim\r17y20g40b07.jpeg","Stim\r02y19g24b04.jpeg",17,2,20,19,40,24,7,4,3,1,0,0,1.48,1.32,2,"blå","33_36",-3,1,1,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3019","36_2","36","Female",24,"Stim\r02y10g14b11.jpeg","Stim\r22y02g34b05.jpeg",2,22,10,2,14,34,11,5,2,1,0,0,1.164,6.447,2,"blå","33_36",-6,1,1,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3020","36_2","36","Female",24,"Stim\r05y09g02b34.jpeg","Stim\r10y13g07b36.jpeg",5,10,9,13,2,7,34,36,1,-1,1,0,2.523,6.5,2,"blå","33_36",2,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3023","36_2","36","Female",24,"Stim\r13y33g08b23.jpeg","Stim\r12y12g14b26.jpeg",13,12,33,12,8,14,23,26,2,-1,1,0,1.661,2.278,2,"blå","33_36",3,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3027","36_2","36","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r22y23g20b06.jpeg",14,22,20,23,16,20,10,6,1,-1,1,0,2.101,1.656,2,"gul","33_36",3,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3029","36_2","36","Female",24,"Stim\r16y21g04b04.jpeg","Stim\r06y19g29b08.jpeg",16,6,21,19,4,29,4,8,-3,1,1,0,2.478,3.829,2,"gul","33_36",-2,0,1,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3030","36_2","36","Female",24,"Stim\r17y20g40b07.jpeg","Stim\r17y11g38b07.jpeg",17,17,20,11,40,38,7,7,2,-1,0,1,1.477,3.408,2,"grøn","33_36",-2,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3031","36_2","36","Female",24,"Stim\r20y14g02b19.jpeg","Stim\r16y21g04b04.jpeg",20,16,14,21,2,4,19,4,1,1,1,1,1.498,4.224,2,"grøn","33_36",2,1,1,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3032","36_2","36","Female",24,"Stim\r11y26g25b38.jpeg","Stim\r11y13g22b35.jpeg",11,11,26,13,25,22,38,35,-1,1,1,0,2.293,1.11,2,"grøn","33_36",-3,0,1,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3033","36_2","36","Female",24,"Stim\r17y22g16b15.jpeg","Stim\r03y06g12b09.jpeg",17,3,22,6,16,12,15,9,3,1,0,0,1.827,1.978,2,"grøn","33_36",-4,1,1,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3034","36_2","36","Female",24,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,-1,1,1,0,3.229,3.713,2,"grøn","33_36",-4,0,1,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3035","36_2","36","Female",24,"Stim\r11y10g06b19.jpeg","Stim\r12y07g07b17.jpeg",11,12,10,7,6,7,19,17,2,-1,1,0,1.67,1.171,2,"grøn","33_36",1,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3038","36_2","36","Female",24,"Stim\r08y12g20b03.jpeg","Stim\r10y27g22b14.jpeg",8,10,12,27,20,22,3,14,3,1,1,1,1.403,2.202,2,"grøn","33_36",2,1,1,"Right_lead","Female","Male","stick",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3040","36_2","36","Female",24,"Stim\r11y13g22b35.jpeg","Stim\r02y10g14b11.jpeg",11,2,13,10,22,14,35,11,1,-1,0,1,2.164,1.678,2,"grøn","33_36",-8,1,0,"Right_lead","Female","Male","surrender",0.622397860983679,0.209331874984466,0.90638298544052,"right"
"3042","39_1","39","Male",24,"Stim\r10y13g07b36.jpeg","Stim\r12y07g07b17.jpeg",10,12,13,7,7,7,36,17,-4,-1,0,0,2.689,6.572,1,"rød","38_39",2,0,0,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3043","39_1","39","Male",24,"Stim\r11y10g06b19.jpeg","Stim\r08y09g09b11.jpeg",11,8,10,9,6,9,19,11,3,1,0,0,3.312,6.508,1,"rød","38_39",-3,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3045","39_1","39","Male",24,"Stim\r13y24g05b28.jpeg","Stim\r03y11g01b26.jpeg",13,3,24,11,5,1,28,26,-4,-1,1,1,2.091,7.095,1,"blå","38_39",-2,0,0,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3046","39_1","39","Male",24,"Stim\r18y19g14b27.jpeg","Stim\r11y13g22b35.jpeg",18,11,19,13,14,22,27,35,-1,1,0,1,4.801,10.304,1,"blå","38_39",8,0,1,"Right_lead","Male","Female","surrender",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3047","39_1","39","Male",24,"Stim\r19y15g35b05.jpeg","Stim\r08y09g09b11.jpeg",19,8,15,9,35,9,5,11,4,1,1,1,1.434,3.384,1,"blå","38_39",6,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3050","39_1","39","Male",24,"Stim\r14y08g21b39.jpeg","Stim\r09y06g26b32.jpeg",14,9,8,6,21,26,39,32,4,1,0,0,2.349,2.624,1,"blå","38_39",-7,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3052","39_1","39","Male",24,"Stim\r09y17g32b21.jpeg","Stim\r12y07g16b25.jpeg",9,12,17,7,32,16,21,25,-2,-1,0,0,1.809,8.579,1,"blå","38_39",4,0,0,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3055","39_1","39","Male",24,"Stim\r16y21g04b04.jpeg","Stim\r02y10g14b11.jpeg",16,2,21,10,4,14,4,11,4,1,1,1,1.644,1.613,1,"blå","38_39",7,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3056","39_1","39","Male",24,"Stim\r20y04g39b23.jpeg","Stim\r20y14g02b19.jpeg",20,20,4,14,39,2,23,19,2,1,0,0,2.455,6.38,1,"blå","38_39",-4,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3060","39_1","39","Male",24,"Stim\r13y21g23b09.jpeg","Stim\r14y08g21b39.jpeg",13,14,21,8,23,21,9,39,3,1,0,0,2.224,4.228,1,"grøn","38_39",-2,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3062","39_1","39","Male",24,"Stim\r17y11g38b07.jpeg","Stim\r20y04g39b23.jpeg",17,20,11,4,38,39,7,23,3,1,1,1,3.852,5.524,1,"grøn","38_39",1,1,1,"Right_lead","Male","Female","stick",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3063","39_1","39","Male",24,"Stim\r15y16g12b03.jpeg","Stim\r17y12g19b18.jpeg",15,17,16,12,12,19,3,18,-1,1,0,1,2.597,4.297,1,"grøn","38_39",7,0,1,"Right_lead","Male","Female","surrender",-0.0858801324776905,0.221188896185814,0.930899372249066,"right"
"3067","39_2","39","Male",24,"Stim\r07y06g08b05.jpeg","Stim\r09y15g18b07.jpeg",7,9,6,15,8,18,5,7,3,1,1,1,1.745,2.299,2,"rød","37_39",2,1,1,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3069","39_2","39","Male",24,"Stim\r19y10g06b15.jpeg","Stim\r18y13g28b06.jpeg",19,18,10,13,6,28,15,6,-4,-1,1,1,1.773,3.012,2,"rød","37_39",-1,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3070","39_2","39","Male",24,"Stim\r21y03g15b37.jpeg","Stim\r18y13g28b06.jpeg",21,18,3,13,15,28,37,6,-4,-1,1,1,1.48,1.564,2,"rød","37_39",-3,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3072","39_2","39","Male",24,"Stim\r06y36g16b14.jpeg","Stim\r21y31g06b08.jpeg",6,21,36,31,16,6,14,8,-4,-1,1,1,1.662,1.183,2,"blå","37_39",-6,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3075","39_2","39","Male",24,"Stim\r15y16g12b03.jpeg","Stim\r09y02g05b02.jpeg",15,9,16,2,12,5,3,2,-1,1,1,0,2.249,2.089,2,"blå","37_39",-1,0,1,"Right_lead","Male","Male","surrender",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3077","39_2","39","Male",24,"Stim\r20y14g02b19.jpeg","Stim\r17y12g19b18.jpeg",20,17,14,12,2,19,19,18,2,1,0,0,2.52,2.879,2,"blå","37_39",-1,1,1,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3078","39_2","39","Male",24,"Stim\r03y03g02b05.jpeg","Stim\r07y02g03b06.jpeg",3,7,3,2,2,3,5,6,-2,-1,1,1,1.559,2.649,2,"gul","37_39",-1,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3080","39_2","39","Male",24,"Stim\r16y21g04b04.jpeg","Stim\r22y23g20b06.jpeg",16,22,21,23,4,20,4,6,-2,-1,0,0,2.701,4.559,2,"gul","37_39",2,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3082","39_2","39","Male",24,"Stim\r02y10g14b11.jpeg","Stim\r03y11g01b26.jpeg",2,3,10,11,14,1,11,26,3,1,1,1,2.187,4.429,2,"gul","37_39",1,1,1,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3084","39_2","39","Male",24,"Stim\r10y03g03b07.jpeg","Stim\r09y07g06b09.jpeg",10,9,3,7,3,6,7,9,-2,1,0,1,1.987,1.332,2,"grøn","37_39",3,0,1,"Right_lead","Male","Male","surrender",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3088","39_2","39","Male",24,"Stim\r14y08g21b39.jpeg","Stim\r11y26g25b38.jpeg",14,11,8,26,21,25,39,38,-3,-1,0,0,1.519,4.63,2,"grøn","37_39",4,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3090","39_2","39","Male",24,"Stim\r08y12g20b03.jpeg","Stim\r13y21g23b09.jpeg",8,13,12,21,20,23,3,9,-2,1,0,1,1.414,1.844,2,"grøn","37_39",3,0,1,"Right_lead","Male","Male","surrender",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3091","39_2","39","Male",24,"Stim\r05y28g23b30.jpeg","Stim\r14y08g21b39.jpeg",5,14,28,8,23,21,30,39,-3,-1,1,1,1.83,3.608,2,"grøn","37_39",-2,0,0,"Right_lead","Male","Male","stick",-0.061163614602982,0.221112434392018,1.01883521850375,"right"
"3092","40_1","40","Female",26,"Stim\r19y15g35b05.jpeg","Stim\r21y24g16b04.jpeg",19,21,15,24,35,16,5,4,-2,-1,0,0,4.683,7.278,1,"rød","37_40",2,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3093","40_1","40","Female",26,"Stim\r10y13g07b36.jpeg","Stim\r12y09g30b18.jpeg",10,12,13,9,7,30,36,18,2,1,1,1,2.2,5.934,1,"rød","37_40",2,1,1,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3095","40_1","40","Female",26,"Stim\r18y13g28b06.jpeg","Stim\r14y20g16b10.jpeg",18,14,13,20,28,16,6,10,-3,-1,1,1,1.786,1.725,1,"rød","37_40",-4,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3096","40_1","40","Female",26,"Stim\r12y12g14b26.jpeg","Stim\r11y14g08b23.jpeg",12,11,12,14,14,8,26,23,-2,1,1,0,2.453,7.008,1,"rød","37_40",-1,0,1,"Right_lead","Female","Male","surrender",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3097","40_1","40","Female",26,"Stim\r17y22g16b15.jpeg","Stim\r19y10g06b15.jpeg",17,19,22,10,16,6,15,15,-3,-1,0,0,1.288,3.573,1,"rød","37_40",2,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3098","40_1","40","Female",26,"Stim\r10y03g03b07.jpeg","Stim\r04y39g24b15.jpeg",10,4,3,39,3,24,7,15,-3,-1,1,1,1.385,2.528,1,"rød","37_40",-6,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3099","40_1","40","Female",26,"Stim\r16y09g06b10.jpeg","Stim\r13y24g05b28.jpeg",16,13,9,24,6,5,10,28,-2,1,1,0,8.462,10.079,1,"rød","37_40",-3,0,1,"Right_lead","Female","Male","surrender",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3101","40_1","40","Female",26,"Stim\r11y10g06b19.jpeg","Stim\r14y08g21b39.jpeg",11,14,10,8,6,21,19,39,-2,-1,0,0,3.665,3.965,1,"rød","37_40",3,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3105","40_1","40","Female",26,"Stim\r21y24g16b04.jpeg","Stim\r10y07g11b10.jpeg",21,10,24,7,16,11,4,10,3,1,1,1,1.492,3.76,1,"blå","37_40",6,1,1,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3107","40_1","40","Female",26,"Stim\r13y33g08b23.jpeg","Stim\r18y19g14b27.jpeg",13,18,33,19,8,14,23,27,1,-1,1,0,2.074,3.294,1,"blå","37_40",4,1,0,"Right_lead","Female","Male","surrender",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3108","40_1","40","Female",26,"Stim\r14y08g21b39.jpeg","Stim\r11y13g22b35.jpeg",14,11,8,13,21,22,39,35,3,1,0,0,2.192,9.724,1,"blå","37_40",-4,1,1,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3114","40_1","40","Female",26,"Stim\r19y15g35b05.jpeg","Stim\r17y11g38b07.jpeg",19,17,15,11,35,38,5,7,-3,-1,1,1,2.881,2.431,1,"gul","37_40",-4,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3115","40_1","40","Female",26,"Stim\r08y23g10b29.jpeg","Stim\r17y22g16b15.jpeg",8,17,23,22,10,16,29,15,2,-1,0,1,2.472,4.893,1,"gul","37_40",-1,1,0,"Right_lead","Female","Male","surrender",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3117","40_1","40","Female",26,"Stim\r19y10g06b15.jpeg","Stim\r11y14g08b23.jpeg",19,11,10,14,6,8,15,23,1,-1,1,0,5.068,2.182,1,"grøn","37_40",2,1,0,"Right_lead","Female","Male","surrender",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3119","40_1","40","Female",26,"Stim\r13y21g23b09.jpeg","Stim\r11y13g22b35.jpeg",13,11,21,13,23,22,9,35,-2,1,1,0,2.133,7.966,1,"grøn","37_40",-1,0,1,"Right_lead","Female","Male","surrender",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3120","40_1","40","Female",26,"Stim\r13y33g08b23.jpeg","Stim\r16y09g06b10.jpeg",13,16,33,9,8,6,23,10,-2,-1,1,1,2.951,3.685,1,"grøn","37_40",-2,0,0,"Right_lead","Female","Male","stick",0.0195218310682679,0.215282247448258,1.08724305659444,"right"
"3127","40_2","40","Female",26,"Stim\r21y03g15b37.jpeg","Stim\r20y04g39b23.jpeg",21,20,3,4,15,39,37,23,4,1,0,0,1.585,3.111,2,"rød","38_40",-1,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3130","40_2","40","Female",26,"Stim\r17y11g38b07.jpeg","Stim\r15y05g12b10.jpeg",17,15,11,5,38,12,7,10,-3,1,1,0,2.148,7.17,2,"rød","38_40",-2,0,1,"Right_lead","Female","Female","surrender",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3131","40_2","40","Female",26,"Stim\r02y19g24b04.jpeg","Stim\r05y28g23b30.jpeg",2,5,19,28,24,23,4,30,-1,1,0,1,2.514,2.847,2,"rød","38_40",3,0,1,"Right_lead","Female","Female","surrender",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3134","40_2","40","Female",26,"Stim\r13y33g08b23.jpeg","Stim\r14y10g15b15.jpeg",13,14,33,10,8,15,23,15,-1,1,1,0,2.78,2.095,2,"blå","38_40",-8,0,1,"Right_lead","Female","Female","surrender",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3135","40_2","40","Female",26,"Stim\r07y06g08b05.jpeg","Stim\r17y11g38b07.jpeg",7,17,6,11,8,38,5,7,2,1,1,1,1.232,3.669,2,"blå","38_40",2,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3137","40_2","40","Female",26,"Stim\r21y03g15b37.jpeg","Stim\r11y13g22b35.jpeg",21,11,3,13,15,22,37,35,-3,-1,1,1,2.234,2.246,2,"blå","38_40",-2,0,0,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3139","40_2","40","Female",26,"Stim\r04y39g24b15.jpeg","Stim\r20y14g02b19.jpeg",4,20,39,14,24,2,15,19,2,1,1,1,1.875,1.932,2,"blå","38_40",4,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3140","40_2","40","Female",26,"Stim\r12y07g16b25.jpeg","Stim\r10y03g03b07.jpeg",12,10,7,3,16,3,25,7,-4,-1,1,1,1.779,1.92,2,"gul","38_40",-4,0,0,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3142","40_2","40","Female",26,"Stim\r14y10g15b15.jpeg","Stim\r15y17g24b30.jpeg",14,15,10,17,15,24,15,30,2,-1,1,0,1.886,5.347,2,"gul","38_40",7,1,0,"Right_lead","Female","Female","surrender",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3143","40_2","40","Female",26,"Stim\r15y17g24b30.jpeg","Stim\r20y14g02b19.jpeg",15,20,17,14,24,2,30,19,3,1,0,0,1.904,1.285,2,"gul","38_40",-3,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3145","40_2","40","Female",26,"Stim\r11y14g08b23.jpeg","Stim\r12y12g14b26.jpeg",11,12,14,12,8,14,23,26,3,1,0,0,2.377,1.315,2,"gul","38_40",-2,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3146","40_2","40","Female",26,"Stim\r21y01g04b27.jpeg","Stim\r22y02g34b05.jpeg",21,22,1,2,4,34,27,5,3,1,1,1,2.557,1.326,2,"gul","38_40",1,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
"3147","40_2","40","Female",26,"Stim\r02y10g14b11.jpeg","Stim\r21y03g15b37.jpeg",2,21,10,3,14,15,11,37,3,1,1,1,1.727,1.292,2,"grøn","38_40",1,1,1,"Right_lead","Female","Female","stick",0.416915548133584,0.202795815185318,1.01080272809109,"right"
